"","leadGram","gram","Record"
"503200","think that","would",2
"503204","interesting so","i",2
"503205","it simple","but",2
"503219","but its","good",2
"503222","its good","enough",2
"503280","explain that","i",2
"503288","to explain","that",2
"503289","tried to","explain",2
"503300","car and","the",2
"503314","reading poetry","or",2
"503367","itd be","a",2
"503382","brain damage","and",2
"503430","like when","people",2
"503442","worth a","look",2
"503450","very reasonably","priced",2
"503464","from ways","of",2
"503466","is from","ways",2
"503484","from the","lake",2
"503509","and built","on",2
"503526","million from","the",2
"503532","is one","last",2
"503555","while i","worked",2
"503562","that they","put",2
"503582","is not","easily",2
"503604","after the","time",2
"503636","well and","then",2
"503657","a spoon","to",2
"503678","to cook","the",2
"503680","before he","finally",2
"503696","years pswearjared","before",2
"503698","devastated by","this",2
"503703","reveal himself","to",2
"503704","this turn","of",2
"503720","been seen","by",2
"503721","by a","single",2
"503726","seen by","a",2
"503734","with a","builtin",2
"503740","had a","super",2
"503760","all this","went",2
"503762","like so","much",2
"503767","so much","potential",2
"503785","believe how","quickly",2
"503786","has been","moving",2
"503792","almost everything","else",2
"503806","for the","royal",2
"503837","the second","act",2
"503842","do in","a",2
"503912","the distance","the",2
"503932","they got","closer",2
"503953","the most","apt",2
"503959","one point","in",2
"503976","on to","others",2
"503978","to pswearjar","on",2
"504012","on the","process",2
"504037","he had","previously",2
"504058","his wife","of",2
"504082","korean war","and",2
"504129","in memory","of",2
"504131","may be","made",2
"504145","since we","havent",2
"504162","saltado comes","out",2
"504171","to the","pier",2
"504182","are used","in",2
"504206","to wave","back",2
"504211","over and","have",2
"504218","full of","school",2
"504231","on and","this",2
"504239","it and","tells",2
"504243","take it","and",2
"504260","me and","rico",2
"504275","km down","the",2
"504276","she tells","us",2
"504285","gives us","some",2
"504295","us some","history",2
"504310","us and","didnt",2
"504324","i did","like",2
"504326","like about","this",2
"504353","sun goes","down",2
"504354","the sun","goes",2
"504371","we ask","for",2
"504389","and i","ate",2
"504391","i ate","all",2
"504395","good and","it",2
"504422","with a","dry",2
"504442","here and","im",2
"504455","the world","first",2
"504466","the key","but",2
"504472","is becoming","increasingly",2
"504479","books of","the",2
"504480","found in","many",2
"504490","is a","list",2
"504491","list if","you",2
"504498","obvious that","the",2
"504597","appeared before","the",2
"504635","go to","dinner",2
"504667","well just","have",2
"504685","look after","him",2
"504687","them to","look",2
"504691","a big","bang",2
"504698","and nothing","could",2
"504699","be seen","or",2
"504704","all there","was",2
"504724","years all","that",2
"504755","ago as","a",2
"504776","was clearly","an",2
"504790","values and","morals",2
"504812","because thats","how",2
"504830","them off","for",2
"504832","though because","the",2
"504871","or i","feel",2
"504893","as being","the",2
"504919","come to","us",2
"504923","the perfect","dog",2
"504927","who come","to",2
"504988","they are","as",2
"504994","takes you","into",2
"505008","film and","media",2
"505075","force you","to",2
"505083","do they","are",2
"505092","the photographer","and",2
"505096","and ask","them",2
"505114","and joy","were",2
"505173","is the","captain",2
"505215","speaking of","the",2
"505243","case as","i",2
"505245","really fun","time",2
"505255","old friends","and",2
"505259","the course","and",2
"505271","but not","super",2
"505284","stuff out","of",2
"505304","can i","do",2
"505307","photos i","took",2
"505316","with him","from",2
"505332","by the","very",2
"505344","course he","had",2
"505352","that these","could",2
"505359","just what","you",2
"505466","myself but","i",2
"505493","the shower","gels",2
"505495","were usually","the",2
"505511","i can","count",2
"505530","of technology","and",2
"505546","the exception","that",2
"505590","must be","done",2
"505594","whether there","is",2
"505621","that all","this",2
"505627","tried to","hold",2
"505636","open in","the",2
"505646","others that","i",2
"505648","to answer","to",2
"505655","to work","off",2
"505657","will take","me",2
"505677","of a","drunken",2
"505699","i knew","nothing",2
"505705","with my","reading",2
"505736","and others","the",2
"505754","to something","in",2
"505766","of keeping","up",2
"505820","buy the","most",2
"505859","the rationale","for",2
"505869","repair the","damage",2
"505881","was given","in",2
"505882","went to","court",2
"505891","never ask","for",2
"505902","free food","and",2
"505912","food drinks","and",2
"505955","despite what","the",2
"505964","are telling","the",2
"505995","to the","eyes",2
"505999","of these","plants",2
"506000","perhaps that","the",2
"506004","in the","power",2
"506074","health care","law",2
"506094","ran as","a",2
"506123","much all","of",2
"506129","is she","is",2
"506137","chosen to","ignore",2
"506178","is making","me",2
"506183","capable of","loving",2
"506190","any different","and",2
"506191","different and","have",2
"506192","dont know","any",2
"506195","know any","different",2
"506199","and self","care",2
"506221","i removed","her",2
"506244","doesnt see","the",2
"506263","not a","person",2
"506267","that is","even",2
"506269","daily basis","for",2
"506270","deal with","her",2
"506271","for any","reason",2
"506284","however i","know",2
"506300","big change","in",2
"506310","the one","big",2
"506358","be a","thing",2
"506360","in we","were",2
"506365","be whiter","than",2
"506367","than white","and",2
"506373","whiter than","white",2
"506399","almost as","if",2
"506417","progress on","a",2
"506423","explore the","site",2
"506430","to leave","that",2
"506435","to save","your",2
"506445","sit around","making",2
"506446","that amount","of",2
"506467","my father","in",2
"506480","his year","old",2
"506487","because as","it",2
"506516","seems to","fit",2
"506535","or two","for",2
"506553","in the","outdoor",2
"506591","of this","past",2
"506597","losing streak","to",2
"506614","what it","felt",2
"506624","down with","the",2
"506630","aback by","the",2
"506648","mental image","of",2
"506652","the mental","image",2
"506654","to write","to",2
"506678","and who","you",2
"506682","what you","write",2
"506690","habits thoughts","patterns",2
"506692","of the","habits",2
"506693","patterns and","beliefs",2
"506695","thoughts patterns","and",2
"506697","we live","out",2
"506736","i ever","could",2
"506786","process and","not",2
"506836","she cant","seem",2
"506872","only the","high",2
"506873","ppm colloidal","silver",2
"506874","rid of","them",2
"506906","if i","give",2
"506910","once a","day",2
"506923","is extremely","important",2
"506930","be an","absolute",2
"506967","drinking in","his",2
"507019","while the","two",2
"507030","what would","become",2
"507040","the back","bench",2
"507048","one shot","in",2
"507056","bob went","to",2
"507071","months later","he",2
"507092","to which","our",2
"507110","could only","hear",2
"507115","ran and","ran",2
"507171","and tries","to",2
"507228","face as","i",2
"507235","my face","as",2
"507238","tears in","his",2
"507241","her he","was",2
"507253","i thought","and",2
"507285","people who","i",2
"507324","i had","breakfast",2
"507340","a few","stores",2
"507365","the wonders","of",2
"507375","will have","no",2
"507400","businesses in","the",2
"507408","the million","businesses",2
"507419","that currently","have",2
"507429","not give","an",2
"507430","one year","in",2
"507456","room which","was",2
"507461","and looking","back",2
"507467","my working","life",2
"507504","to hang","in",2
"507510","in my","basket",2
"507517","my team","i",2
"507540","big girl","panties",2
"507543","i will","put",2
"507548","will put","on",2
"507623","is not","particularly",2
"507643","too long","in",2
"507648","came to","his",2
"507649","camp with","a",2
"507668","flesh and","blood",2
"507685","major league","players",2
"507750","some other","day",2
"507756","but he","knows",2
"507772","ive learned","so",2
"507787","i dont","try",2
"507791","am the","one",2
"507803","now as","they",2
"507807","been afraid","to",2
"507813","when ive","been",2
"507843","them again","and",2
"507856","that though","i",2
"507876","been really","good",2
"507877","better for","it",2
"507885","with my","food",2
"507897","good but","we",2
"507916","the torment","of",2
"507955","said having","a",2
"507988","have and","are",2
"508006","the hot","side",2
"508013","been convinced","that",2
"508054","the lion","king",2
"508058","i totally","forgot",2
"508060","love all","of",2
"508083","the last","outfit",2
"508104","to the","fallen",2
"508112","we long","for",2
"508115","what we","once",2
"508118","now with","a",2
"508128","despite my","best",2
"508147","and to","walk",2
"508149","not there","yet",2
"508151","remember that","im",2
"508161","my first","impression",2
"508170","is a","strength",2
"508246","see if","theres",2
"508308","fear is","that",2
"508359","the extension","of",2
"508362","write a","letter",2
"508363","a bad","cold",2
"508368","by a","bad",2
"508376","a rock","fan",2
"508392","i still","hold",2
"508400","able to","fit",2
"508430","i still","read",2
"508433","still read","your",2
"508435","up with","your",2
"508438","your stories","and",2
"508439","continue to","enjoy",2
"508442","i hope","some",2
"508463","writing a","book",2
"508464","a stepping","stone",2
"508467","new world","for",2
"508470","whole new","world",2
"508471","world for","me",2
"508514","know i","like",2
"508524","who would","go",2
"508531","or some","kind",2
"508537","been back","to",2
"508545","all so","much",2
"508552","mum and","dad",2
"508554","so much","joy",2
"508572","to be","collected",2
"508587","was also","under",2
"508592","i can","figure",2
"508598","much today","but",2
"508604","long in","the",2
"508614","mean what","i",2
"508632","my old","self",2
"508661","about the","personal",2
"508684","of the","utmost",2
"508686","the utmost","importance",2
"508708","me for","advice",2
"508712","a life","long",2
"508718","me a","friend",2
"508728","try to","treat",2
"508788","started some","years",2
"508796","time to","sell",2
"508797","a serious","injury",2
"508825","of being","so",2
"508826","who is","capable",2
"508837","two hours","i",2
"508871","to me","she",2
"508892","you but","to",2
"508910","nailed to","the",2
"508911","such as","you",2
"508929","and drinking","beer",2
"508939","im told","that",2
"508940","is pretty","damn",2
"508942","pretty damn","good",2
"508944","that is","pretty",2
"508951","was back","to",2
"508952","was my","downfall",2
"508964","downtown for","some",2
"508970","and my","musical",2
"508986","was in","what",2
"508997","playing and","a",2
"509016","put it","at",2
"509019","with this","thing",2
"509036","with high","walls",2
"509107","but we","cant",2
"509111","only are","we",2
"509119","any hope","of",2
"509123","hope of","a",2
"509129","remedy for","the",2
"509155","reality of","our",2
"509180","that he","likes",2
"509200","whenever i","want",2
"509226","well i","might",2
"509228","for doing","this",2
"509235","be clear","i",2
"509262","all that","she",2
"509351","tried to","sell",2
"509363","desperately trying","to",2
"509373","saturday night","live",2
"509385","swearjar critical","acclaim",2
"509404","i nodded","and",2
"509405","mean that","he",2
"509406","nodded and","smiled",2
"509409","that to","mean",2
"509410","to mean","that",2
"509471","a movie","i",2
"509501","to conserve","water",2
"509505","direction of","her",2
"509514","they say","something",2
"509521","is the","energy",2
"509536","john bell","hood",2
"509550","nobody can","know",2
"509566","they are","smart",2
"509569","at fast","food",2
"509595","have done","my",2
"509598","job as","an",2
"509605","do because","of",2
"509670","they know","what",2
"509679","slipped into","a",2
"509705","a bad","guy",2
"509712","it before","i",2
"509716","and i","own",2
"509721","to people","in",2
"509728","when the","story",2
"509765","show on","the",2
"509777","so important","that",2
"509792","as though","you",2
"509797","you will","move",2
"509804","of your","future",2
"509819","on it","you",2
"509825","you will","automatically",2
"509829","my fill","of",2
"509832","say i","think",2
"509845","foundation of","a",2
"509846","really struggle","with",2
"509852","with what","they",2
"509860","really stood","out",2
"509861","that bad","but",2
"509906","on the","non",2
"509920","it seems","very",2
"509934","of painting","is",2
"509981","that encapsulates","what",2
"510030","only got","a",2
"510075","before leaving","and",2
"510101","they knew","best",2
"510131","into the","shadows",2
"510137","was behind","this",2
"510138","who was","behind",2
"510173","him because","his",2
"510196","really hope","he",2
"510201","asks the","man",2
"510210","bible in","a",2
"510218","a year","but",2
"510289","a miracle","and",2
"510322","god for","this",2
"510350","and are","actually",2
"510378","sure the","kids",2
"510476","you will","pay",2
"510519","you might","even",2
"510548","where i","read",2
"510556","interpretation of","the",2
"510566","new testament","answearjarype",2
"510567","old testament","type",2
"510573","begin to","understand",2
"510583","explicitly states","that",2
"510637","not the","people",2
"510676","in any","form",2
"510691","one else","has",2
"510745","as dear","to",2
"510759","is no","real",2
"510774","picture of","some",2
"510811","i hate","myself",2
"510837","five finger","shoes",2
"510839","have to","settle",2
"510860","a pair","that",2
"510868","fact i","liked",2
"510876","try out","the",2
"510881","heat and","a",2
"510884","running in","a",2
"510907","a dozen","more",2
"510908","about a","dozen",2
"510931","theres no","sense",2
"510972","of witches","warlocks",2
"510992","really like","him",2
"511011","large quanswearjary","of",2
"511054","in the","eastern",2
"511058","obvious vagrants","in",2
"511061","vagrants in","the",2
"511129","registered in","the",2
"511158","threat of","violence",2
"511175","that they","represent",2
"511209","so scared","and",2
"511213","a half","old",2
"511220","before he","had",2
"511249","he was","hurt",2
"511259","important in","a",2
"511300","make the","world",2
"511370","thousands of","other",2
"511394","to you","about",2
"511399","focus on","your",2
"511415","you feel","all",2
"511436","and then","be",2
"511446","what you","desire",2
"511459","and life","was",2
"511478","made some","new",2
"511487","was dating","a",2
"511500","well with","my",2
"511504","in law","enforcement",2
"511518","check on","her",2
"511527","slammed the","door",2
"511532","hang out","and",2
"511578","broken glswearjar","and",2
"511637","how they","react",2
"511641","really like","them",2
"511673","them and","make",2
"511684","sea salt","and",2
"511719","is your","friend",2
"511738","mental health","issues",2
"511764","i only","do",2
"511767","only do","it",2
"511779","national championship","game",2
"511833","the wheelers","and",2
"511834","wheelers and","the",2
"511853","since she","had",2
"511856","with her","new",2
"511870","for summer","and",2
"511907","just because","my",2
"511909","not seen","as",2
"511948","i left","them",2
"511958","precious to","me",2
"511988","get another","one",2
"511997","her foster","parents",2
"512019","care of","this",2
"512026","decides to","stay",2
"512076","get this","big",2
"512077","i could","let",2
"512101","the human","rights",2
"512119","they were","only",2
"512126","in the","newspapers",2
"512129","reading in","the",2
"512160","all the","fight",2
"512190","and got","him",2
"512199","important to","know",2
"512205","to know","your",2
"512233","when everyone","was",2
"512243","and brought","the",2
"512255","and the","twine",2
"512263","stash that","i",2
"512382","my opinion","it",2
"512384","opinion it","is",2
"512425","know me","well",2
"512456","the million","dollar",2
"512470","map of","the",2
"512491","was taken","from",2
"512515","a quick","run",2
"512522","quick run","to",2
"512551","this may","come",2
"512599","a personal","right",2
"512613","a car","seat",2
"512627","then i","woke",2
"512638","control of","your",2
"512648","money to","be",2
"512662","options are","out",2
"512689","the closest","one",2
"512691","a working","man",2
"512731","little while","but",2
"512761","around if","i",2
"512779","my head","down",2
"512796","like the","name",2
"512798","of that","book",2
"512819","crying but","i",2
"512825","screaming and","crying",2
"512834","normally an","issue",2
"512835","people it","was",2
"512849","home so","i",2
"512871","state of","rajasthan",2
"512916","were very","very",2
"512944","asked to","leave",2
"512958","theyve actually","been",2
"512980","in his","or",2
"512987","a fire","in",2
"512994","because they","cant",2
"513003","unlock the","doors",2
"513022","away and","she",2
"513024","i nursed","her",2
"513042","me a","shot",2
"513058","clean out","my",2
"513074","that day","all",2
"513075","the more","enjoyable",2
"513090","diesel fuel","and",2
"513095","not use","diesel",2
"513097","use diesel","fuel",2
"513105","gallon of","diesel",2
"513110","of diesel","fuel",2
"513159","with which","i",2
"513170","i started","thinking",2
"513256","into his","eyes",2
"513295","to time","to",2
"513315","behind his","head",2
"513320","he broke","the",2
"513369","square to","see",2
"513393","of your","natural",2
"513409","been a","journey",2
"513420","its over","and",2
"513465","timers within","days",2
"513474","friday night","meeting",2
"513476","meeting in","a",2
"513487","chief in","the",2
"513491","the friday","night",2
"513506","as the","manufacturing",2
"513514","were worked","out",2
"513530","played a","role",2
"513573","i have","included",2
"513586","the comments","of",2
"513596","tell you","who",2
"513623","like a","second",2
"513663","she made","no",2
"513664","she was","older",2
"513667","at me","since",2
"513698","her eyes","are",2
"513700","is needed","and",2
"513701","is quick","to",2
"513702","needed and","then",2
"513708","to take","action",2
"513717","me to","pursue",2
"513721","pursue my","dreams",2
"513723","to get","as",2
"513724","a great","leader",2
"513743","particular bit","of",2
"513744","seems that","this",2
"513747","this particular","bit",2
"513830","working with","kids",2
"513846","between parents","and",2
"513856","parents and","children",2
"513881","but during","the",2
"513917","be blown","away",2
"513926","and made","of",2
"513934","of mud","and",2
"513941","we had","visited",2
"513993","that she","felt",2
"514000","us and","was",2
"514017","back up","into",2
"514020","had been","sick",2
"514026","for me","through",2
"514029","ok with","it",2
"514098","out so","that",2
"514099","so that","when",2
"514115","its not","his",2
"514132","basically what","he",2
"514136","is to","transform",2
"514166","and saw","some",2
"514222","when i","celebrate",2
"514260","calls for","a",2
"514283","how well","this",2
"514308","add the","sugar",2
"514312","like what","happens",2
"514316","the effect","is",2
"514328","we will","definitely",2
"514342","must have","looked",2
"514412","comes in","and",2
"514417","the of","us",2
"514437","know when","it",2
"514449","which i","find",2
"514459","quite pleased","with",2
"514482","also today","was",2
"514486","my mom","took",2
"514489","so my","mom",2
"514492","today was","my",2
"514531","she took","her",2
"514560","the contours","of",2
"514581","a catalyst","for",2
"514593","tired of","having",2
"514613","falun gong","research",2
"514615","gong research","society",2
"514623","the falun","gong",2
"514633","of china","in",2
"514721","is still","no",2
"514722","no reason","why",2
"514726","still no","reason",2
"514742","write about","this",2
"514759","and other","countries",2
"514782","suddenly there","is",2
"514787","friends and","some",2
"514798","fearful of","the",2
"514799","from the","town",2
"514809","hills to","the",2
"514812","the hills","to",2
"514836","waited for","about",2
"514868","fit for","the",2
"514922","about human","nature",2
"514972","the window","i",2
"514986","too small","for",2
"515031","fire and","the",2
"515048","friends with","a",2
"515054","before my","eyes",2
"515075","good time","and",2
"515112","the game","the",2
"515125","looked at","them",2
"515145","of weeks","before",2
"515148","weeks before","i",2
"515149","ok for","me",2
"515154","but she","got",2
"515156","got up","at",2
"515165","room and","she",2
"515169","we spent","some",2
"515176","breathe through","her",2
"515201","trying to","force",2
"515212","for several","minutes",2
"515218","the stove","top",2
"515276","has a","wife",2
"515303","when with","the",2
"515316","sympathize with","him",2
"515338","and have","more",2
"515347","two fingers","of",2
"515408","im getting","more",2
"515423","would call","this",2
"515433","this one","a",2
"515466","i ran","it",2
"515485","come down","on",2
"515545","the group","and",2
"515589","all sides","and",2
"515630","comfortable in","that",2
"515649","take on","this",2
"515686","an investigation","was",2
"515695","investigation was","done",2
"515743","which is","weird",2
"515774","son in","the",2
"515792","one question","that",2
"515793","our hearts","and",2
"515860","not want","me",2
"515861","she loved","me",2
"515864","initial reaction","was",2
"515865","my initial","reaction",2
"515867","reaction was","to",2
"515870","thought of","her",2
"515872","as a","student",2
"515881","school so","i",2
"515886","told her","what",2
"515902","i heard","her",2
"515904","once more","but",2
"515909","i get","very",2
"515913","different for","me",2
"515920","couldnt bring","myself",2
"515921","i couldnt","bring",2
"515922","myself to","eat",2
"515925","to eat","anything",2
"515950","important thing","you",2
"515957","group of","twelve",2
"515972","players in","this",2
"515989","this post","you",2
"515993","not forget","the",2
"516055","i could","sit",2
"516077","is truly","the",2
"516124","the stories","that",2
"516159","time to","work",2
"516183","stick to","what",2
"516193","only then","can",2
"516204","him having","a",2
"516205","keep thinking","of",2
"516227","because thats","the",2
"516228","could be","because",2
"516231","the voice","that",2
"516243","fight over","the",2
"516341","in a","category",2
"516369","example in","the",2
"516371","of the","bush",2
"516395","however they","can",2
"516396","i say","most",2
"516450","they are","safe",2
"516464","am not","proud",2
"516468","not proud","of",2
"516479","over the","house",2
"516505","people who","lived",2
"516512","given the","choice",2
"516528","to improve","and",2
"516533","couldnt afford","them",2
"516537","in debt","to",2
"516556","i am","experiencing",2
"516562","i truly","am",2
"516580","does not","equate",2
"516589","of times","in",2
"516604","year there","was",2
"516677","one at","that",2
"516681","beginning of","his",2
"516695","his way","down",2
"516697","ladder to","the",2
"516702","the ladder","to",2
"516704","and so","they",2
"516715","themselves at","the",2
"516718","being told","they",2
"516732","had gay","friends",2
"516734","ive had","gay",2
"516750","it was","disgusting",2
"516759","really think","about",2
"516771","both sides","are",2
"516788","know but","its",2
"516816","who i","really",2
"516862","when i","explain",2
"516885","in off","the",2
"516888","off the","front",2
"516908","to master","this",2
"516980","of the","casual",2
"516982","speaks of","the",2
"516991","he speaks","of",2
"517011","dress of","the",2
"517028","of a","high",2
"517042","in his","will",2
"517049","but this","may",2
"517109","only time","to",2
"517115","in many","other",2
"517157","moments in","the",2
"517172","that the","slower",2
"517175","the slower","speeds",2
"517176","another one","star",2
"517189","a speed","test",2
"517192","did a","speed",2
"517217","a totally","different",2
"517222","that this","would",2
"517233","thrown our","way",2
"517254","when we","told",2
"517261","able to","trace",2
"517279","a vegan","restaurant",2
"517310","and we","shared",2
"517324","aware of","who",2
"517335","food in","a",2
"517371","diabetes and","another",2
"517389","the individual","with",2
"517401","than those","of",2
"517416","night to","meet",2
"517426","moves along","with",2
"517432","a million","pieces",2
"517492","god i","am",2
"517515","that she","will",2
"517570","almost years","old",2
"517575","is almost","years",2
"517587","have to","swearjarume",2
"517588","in part","because",2
"517610","cause for","concern",2
"517640","is the","room",2
"517641","room where","the",2
"517652","option based","on",2
"517688","as on","the",2
"517698","well as","on",2
"517699","you from","this",2
"517706","within six","months",2
"517745","a crush","on",2
"517748","had a","crush",2
"517788","mom or","dad",2
"517789","of hearing","about",2
"517793","was tired","of",2
"517806","guess but","i",2
"517808","i guess","but",2
"517812","the brain","i",2
"517826","i get","tired",2
"517834","this world","i",2
"517842","the time","ill",2
"517851","be just","a",2
"517853","just a","random",2
"517855","post will","be",2
"517862","better get","my",2
"517864","id better","get",2
"517870","the weekend","so",2
"517871","to my","sisters",2
"517879","of anxiety","as",2
"517889","since i","saw",2
"517897","and put","her",2
"517900","my sister","called",2
"517901","sister called","me",2
"517902","but to","her",2
"517912","about weeks","old",2
"517914","can get","her",2
"517917","its really","cute",2
"517919","now and","you",2
"517929","have a","clean",2
"517946","life at","all",2
"517961","them and","give",2
"517966","of the","special",2
"517970","the song","that",2
"518000","who are","seriously",2
"518026","actually have","been",2
"518096","nothing in","it",2
"518104","began her","career",2
"518116","she began","her",2
"518135","in her","family",2
"518211","was my","day",2
"518230","ill say","this",2
"518243","was ok","because",2
"518278","and im","one",2
"518283","likes to","go",2
"518286","who likes","to",2
"518326","you are","unaware",2
"518403","and he","eventually",2
"518411","in a","hole",2
"518423","this particular","tree",2
"518425","and far","more",2
"518438","and yadda","yadda",2
"518446","a rush","of",2
"518526","also in","a",2
"518530","down has","been",2
"518555","a serious","mistake",2
"518585","the total","number",2
"518586","total number","of",2
"518598","cooks in","the",2
"518601","many cooks","in",2
"518604","to have","too",2
"518605","too many","cooks",2
"518608","hand it","was",2
"518717","the other","being",2
"518757","not only","great",2
"518771","does have","its",2
"518787","of the","caribbean",2
"518806","all my","heart",2
"518811","is my","very",2
"518825","wall above","the",2
"518897","years but","then",2
"518911","i even","know",2
"518927","out together","and",2
"518934","conversation with","her",2
"518965","on a","roller",2
"518982","there is","that",2
"519004","slowly to","the",2
"519022","is a","thrilling",2
"519049","when she","has",2
"519067","a day","is",2
"519077","her when","shes",2
"519129","for another","transfer",2
"519130","here in","this",2
"519134","very happy","and",2
"519166","pulling out","of",2
"519179","i showed","it",2
"519183","showed it","to",2
"519185","who encouraged","me",2
"519186","about doing","it",2
"519195","wasnt sure","about",2
"519202","developed countries","for",2
"519234","percent of","women",2
"519257","are what","we",2
"519258","for it","will",2
"519268","things to","go",2
"519273","made one","of",2
"519276","side dishes","to",2
"519288","particular has","a",2
"519296","does it","without",2
"519302","than even","before",2
"519304","you could","run",2
"519321","find out","why",2
"519329","with no","word",2
"519393","of my","fellow",2
"519412","cut to","x",2
"519445","just a","touch",2
"519448","touch of","the",2
"519465","here i","have",2
"519468","ill be","honest",2
"519471","have i","mentioned",2
"519474","i mentioned","i",2
"519543","to show","love",2
"519545","up with","other",2
"519611","where the","famous",2
"519633","lane in","the",2
"519655","a group","called",2
"519657","day i","learned",2
"519671","would mean","to",2
"519672","before reaching","the",2
"519676","in solitary","confinement",2
"519700","a national","championship",2
"519709","was created","to",2
"519716","lee chong","wei",2
"519745","to close","the",2
"519749","interested but","not",2
"519756","to move","from",2
"519770","you can","open",2
"519790","the air","a",2
"519861","as he","sang",2
"519872","in his","lap",2
"519903","over to","where",2
"519918","at christmas","and",2
"519927","at the","picture",2
"519951","her new","dress",2
"519974","and help","with",2
"519983","and sit","on",2
"519989","had known","her",2
"519995","she felt","like",2
"520016","make eye","contact",2
"520025","she was","our",2
"520060","seada and","her",2
"520071","year old","sister",2
"520076","her mother","didnt",2
"520081","things at","the",2
"520084","her mother","that",2
"520103","took some","pictures",2
"520115","best of","me",2
"520119","got in","and",2
"520123","the van","and",2
"520128","house and","then",2
"520129","more pictures","of",2
"520137","have and","what",2
"520142","it was","am",2
"520148","drifting in","and",2
"520179","appear on","the",2
"520182","on the","threshold",2
"520187","the temple","with",2
"520189","threshold of","the",2
"520200","around his","head",2
"520214","clswearjar i","will",2
"520217","i will","teach",2
"520226","im not","supposed",2
"520234","do think","i",2
"520264","books like","the",2
"520289","its horror","and",2
"520346","often an","important",2
"520347","social circles","and",2
"520352","and a","variety",2
"520405","been in","her",2
"520413","waiting to","die",2
"520457","had several","people",2
"520468","ask a","few",2
"520471","i answer","them",2
"520531","better job","at",2
"520628","and by","pm",2
"520650","come close","to",2
"520651","even come","close",2
"520682","we now","expect",2
"520692","an active","role",2
"520693","and not","an",2
"520704","can use","to",2
"520715","every six","months",2
"520718","i leave","her",2
"520737","hardest part","for",2
"520752","the defense","is",2
"520776","an emp","to",2
"520786","to destroy","all",2
"520800","why are","they",2
"520811","this effort","is",2
"520821","the gates","and",2
"520835","with a","giant",2
"520847","will work","but",2
"520859","up where","the",2
"520863","and had","run",2
"520865","fifty years","old",2
"520905","hang in","there",2
"520946","so why","should",2
"520947","to serve","us",2
"520962","got a","text",2
"520972","he had","missed",2
"520977","the weekend","the",2
"520987","time he","would",2
"521029","can be","tricky",2
"521035","tights can","be",2
"521055","had given","him",2
"521060","a black","shirt",2
"521061","a nice","pair",2
"521068","nice pair","of",2
"521077","decided to","grab",2
"521125","of the","average",2
"521195","as appetizing","as",2
"521197","in the","recipe",2
"521221","all to","myself",2
"521366","by the","enemy",2
"521386","think of","my",2
"521402","car for","a",2
"521442","impossible to","find",2
"521452","he stood","in",2
"521453","in their","midst",2
"521462","ye shall","be",2
"521540","to avoid","an",2
"521603","to really","make",2
"521608","is also","true",2
"521610","of the","asphalt",2
"521619","lays out","the",2
"521718","to tell","if",2
"521765","however she","can",2
"521783","a father","in",2
"521790","nor do","they",2
"521794","i say","all",2
"521842","a person","i",2
"521865","the acid","reflux",2
"521882","them and","do",2
"521884","by saying","i",2
"521897","and her","foster",2
"521911","how i","could",2
"521967","i was","attached",2
"521986","something is","always",2
"522022","a band","with",2
"522025","was and","in",2
"522037","a winner","and",2
"522061","that was","left",2
"522098","with a","coordinating",2
"522101","for our","move",2
"522108","arent the","only",2
"522155","able to","fling",2
"522174","toilet seat","covers",2
"522176","be something","i",2
"522177","can sit","on",2
"522192","would indeed","be",2
"522227","would have","joined",2
"522245","he is","but",2
"522250","sure how","long",2
"522259","i hold","him",2
"522301","into the","lobby",2
"522374","we must","have",2
"522385","sitting there","and",2
"522387","there and","playing",2
"522389","a blanket","for",2
"522396","out she","had",2
"522398","to cuddle","with",2
"522411","you know","is",2
"522420","in our","family",2
"522470","this ad","is",2
"522472","at the","one",2
"522501","because i","believe",2
"522502","is selling","the",2
"522511","explained to","her",2
"522514","her that","her",2
"522518","why she","has",2
"522537","now i","wonder",2
"522541","wonder if","she",2
"522551","going so","well",2
"522561","and gave","my",2
"522605","had to","spend",2
"522622","make tons","of",2
"522627","tons of","money",2
"522647","their time","and",2
"522662","a cross","between",2
"522700","during the","fall",2
"522707","thought behind","the",2
"522752","in every","sentence",2
"522792","got to","play",2
"522810","this very","moment",2
"522821","seem like","that",2
"522824","around that","i",2
"522827","i could","still",2
"522829","it without","having",2
"522857","a uk","hardback",2
"522867","uk hardback","first",2
"522911","was good","as",2
"522917","for the","book",2
"522948","the most","consistent",2
"522952","is certainly","an",2
"522998","as crazy","as",2
"523052","breaking the","bank",2
"523064","i wont","name",2
"523069","now i","wont",2
"523070","wont name","names",2
"523100","my foot","earlier",2
"523137","in my","cooking",2
"523153","is how","other",2
"523156","power to","make",2
"523178","have to","lead",2
"523180","some people","make",2
"523181","to lead","and",2
"523189","around and","feel",2
"523209","art world","but",2
"523226","the end","product",2
"523228","because x","is",2
"523243","of society","at",2
"523252","this story","in",2
"523263","so he","is",2
"523284","right now","this",2
"523296","spoken to","and",2
"523321","dont recall","seeing",2
"523351","on the","child",2
"523356","the next","hour",2
"523408","and the","bus",2
"523418","the bus","ride",2
"523434","by the","process",2
"523448","from the","painting",2
"523626","he mentioned","the",2
"523628","not even","when",2
"523642","i refused","the",2
"523647","several weeks","later",2
"523660","sword of","the",2
"523694","with no","choice",2
"523737","into the","girls",2
"523758","to do","every",2
"523786","order to","heal",2
